"Text";"Comment"
"{Yellow}Retour à la Fac. Part one{White}
C'est la panique (booyaka quand même!)!
Je rentre de ma première mission et
voilà le résultat? Nous devions faire
quelque chose à Timber, mais ça n'a pas
marché du tout (comme c'est top-secret,
j'évite les détails pas trop héroïques).
{NewPage}
On s'est fait complètement avoir. Sans
parler du fait qu'on a rencontré une
vraie sorcière, Edea la prêtresse. Elle
a disparu avec Seifer. Et nous, on a été
obligés de s'arrêter à la fac de
Galbadia, parce qu'il n'y avait plus
de train. (L'université de Galbadia,
{NewPage}
c'est plus une académie militaire qu'une
vraie fac, si vous voulez tout savoir).";""
"{Yellow}Retour à la BGU. Part two{White}
A la fac de Galbadia, on a reçu un ordre
de mission. Sauf qu'on a échoué (encore!).
Cette sorcière Edea, c'est pas du gâteau!
Vous vous souvenez d'Adel, ce mage
dont on parle dans les livres de classe?
{NewPage}
Eh bien, cet horrible type a transmis
ses pouvoirs à Edea (tous les sorciers
font ça. A chaque génération... ils
communiquent leur magie à leur descendant.
Vous saviez pas?). Bref, le président de
Galbadia s'est allié avec Edea.
{NewPage}
Mais la prêtresse l'a trahi et maintenant,
c'est elle qui dirige le pays! Tout
le monde a peur d'une nouvelle guerre
occulte. Heureusement, les Seeds sont là.
Ah oui, booyaka à vous!";""
"{Yellow}Retour à la BGU. Part three{White}
Cette fois, nous avons même échoué dans
notre tentative de fuite! Du coup, on
s'est retrouvé dans une prison en plein
désert Galbadien. Nous, on a seulement
été emprisonnés, mais le pauvre {Squall}
a été torturé! C'est horrible, hein?
{NewPage}
En s'échappant, on a appris que cette
cinglée d'Edea allait lancer des missiles
sur les facs de Trabia et Balamb, les
universités qui ont des unités Seeds!
Trabia, mon ancienne fac!
{NewPage}
J'ai donc demandé à notre leader,
{Squall}, de faire 2 équipes pour
qu'une d'elle (la mienne) essaie de
sauver les facs en infiltrant la
base des missiles! Futé, non?";""
"{Yellow}Retour à Balamb. Part four{White}
L'autre équipe est partie avertir notre
proviseur de l'arrivée des missiles.
De mon côté, j'ai essayé de saboter le
lancement dans la base militaire. On a
réussi dans une certaine mesure.
{NewPage}
Mais au moment de quitter la base,
impossible de sortir. J'ai bien cru
que c'était la fin de Selphie T. et
de son journal. Heureusement, on a
réussi à entrer dans le robot qu'on
affrontait. Son blindage, nous a
protégé de l'explosion.
{NewPage}
C'est bien la première fois
que j'apprécie la technologie
militaire Galbadienne.";""
"{Yellow}Retour à la fac. Part five{White}
Nous avons filé à l'aide du robot.
Sauf que personne ne savait comment
piloter ce truc. En plus l'armée
Galbadienne nous a récupérés et largués
à Horizon. On a appuyé sur tous
les boutons pour sortir du tank.
{NewPage}
Et là, on a réalisé qu'on était en
train d'attaquer {Squall} et les
autres. Désolés, chef, on voulait pas
vous blesser. Juste respirer un peu
d'air frais! Le principal, c'est que
tout le monde soit encore en vie, non?
{NewPage}
J'espère que Trabia a survécu
(croisons les doigts).";""
"J'ai rencontré quelqu'un de très
sympathique, mais, euh... c'est dans
mes rêves (vous allez croire que j'ai
perdu la boule!).Il s'appelle Laguna
et il existe vraiment.
{NewPage}
Il était journaliste pour Timber
Maniacs, donc j'ai décidé de
mettre ses articles sur le Web.";""
"{Yellow}Fête annuelle (pas cette année?){White}
Booyaka!
Va falloir repartir à zéro...";""
"{Yellow}Un proviseur nommé {Squall}{White}
Désormais, c'est {Squall} qui s'occupera
de la gestion de la BGU. J'ai confiance
en ses capacités, pas vous? Certains
disent qu'il est super froid, distant
ou arrogant. Mais moi qui le connais,
je trouve que c'est faux.
{NewPage}
Bon, c'est sûr qu'il est pas très bavard.
Et en matière d'explications détaillées,
c'est pas trop ça... A mon avis, il est
juste timide et discret. Bref (je ne
suis pas sa psy ou sa petite amie) c'est
quelqu'un de bien. On doit le soutenir!";""
"{Yellow}En attendant le concert{White}
Bon, pour la fête annuelle c'est râpée.
Mais on va quand même avoir un concert,
grâce à l'aide technique des habitants
d'Horizon. TOP COOL, non?";""
"{Yellow}Un concert d'enfer!{White}
J'ai monté mon propre groupe! TROP COOL!
J'ai adoré jouer, mais au niveau musical,
je ne sais pas si les gens ont vraiment
apprécié. Je vous conseille d'apprendre
à jouer d'un instrument. C'est génial!";""
"{Yellow}La déprime{White}
Quand je pense à Trabia, c'est pas la joie.
C'était le proverbe Selphien du jour.";""
"{Yellow}Bye bye Fujin et Raijin{White}
Le conseil de discipline nous quitte.
Certains vont danser de joie, moi
j'aurais juste préféré qu'on se
quitte en meilleurs termes.";""
"{Yellow}Triste visite à Trabia{White}
Trabia est presque entièrement détruite.
Mais les survivants ont l'air de bien
se porter. Le moral semble bon, mais
je crois qu'il y aura un contrecoup
psychologique. A propos...
{NewPage}
Je vous avais déjà parlé des effets
indésirables des G-Forces, non? Eh bien,
en discutant avec mes amis, on s'est
aperçu qu'il y avait plein de choses
qu'on avait oubliées. D'accord, c'est
vrai parfois, c'est une bonne chose...
{NewPage}
Par exemple, c'est pas très agréable de
se souvenir à quel point on aimait Edea,
juste au moment où elle est devenue notre
pire ennemie. Moralement, la situation est
tellement complexe que j'ai décidé de
moins écrire dans mon journal-intime
pas-si-intime-que-ça.
{NewPage}
Mais vous inquiétez pas, cette page Web
ne va pas disparaître. Elle sera juste
différente. Merci à vous qui avez pris
la peine de lire mes délires jusqu'à
aujourd'hui.
A plus tard, fidèles lecteurs.";""
"{Yellow}Un vrai triomphe!{White}
Oui, je sais! J'avais dit que
j'écrirais moins! Alors, juste un
petit mot! BRAVO A TOUS! On a réussi,
c'est merveilleux! TOP COOL EVERYBODY!";""
"{Yellow} C'est pas fini{White}
On a remporté une bataille, mais on n'a
pas gagné la guerre. En plus, notre
chère ex-gouvernante Edea peut redevenir
une sorcière d'une minute à l'autre...
{NewPage}
C'est une certaine Ultimecia, une
sorcière du futur, qui la contrôle et la
rend néfaste! Ce sera dur d'affronter
Edea, si elle est de nouveau envoûtée
par Ultimecia. La sorcière du futur veut
compresser le temps. Je ne sais pas ce
que c'est, mais ça doit être douloureux!
{NewPage}
Puisqu'on parle de souffrance, si vous
rencontrez {Squall}, notre leader, soyez
sympa avec lui. Il est désespéré par ce
qui est arrivé à {Rinoa}.";""
"{Yellow}Pauvre {Squall}{White}
Vous êtes peut-être furax que {Squall}
ait abandonné la BGU. Mais il faut le
comprendre. {Rinoa} est peut-être en
danger de mort. Et il n'y a rien de plus
important pour lui que la vie de {Rinoa}.
{NewPage}
Bonne chance, {Squall}! On se
débrouillera sans toi, t'inquiète pas.";""
"{Yellow}Aventures Selphiennes. Part one{White}
○ Incroyable mais vrai
Nous sommes allés à Esthar
On est allé dans l'espace! Et même
dans l'Hydre (trop cool!)
{NewPage}
○Vrai mais incroyable
Des monstres en provenance de la lune
s'abattent sur terre (ça craint!).
C'est cette espèce de gros frigo,
Lunatic machin qui les attire ici!
Allo, les Seeds?";""
"{Yellow}Aventures Selphiennes. Part two{White}
○ Incroyable mais vrai
Visiter Esthar, c'était mon rêve! Cette
cité futuriste est à tomber par terre.
Et le même jour, j'ai volé dans l'Hydre?!
Pincez-moi, je rêve!
{NewPage}
○Vrai mais incroyable
Il pleut des monstres! Ah, pauvres
lecteurs, dans quelle époque vivons
nous, vraiment? Tout ça à cause de
cette horreur de Lunatic Pandora!";""
"{Yellow}Le grand retour de {Rinoa}{White}
Tout le monde est aux anges (surtout
{Squall}) car {Rinoa} est revenue.
Je ne parle pas tellement de {Rinoa}
dans mon journal, mais je l'aime beaucoup.
Je trouve qu'on se ressemble, même si
moi je suis plus en mode Turbo...
{NewPage}
{Rinoa} est désormais une sorcière
(on devrait peut-être dire magicienne?).
 Mais je sais qu'elle fera le Bien
autour d'elle. Je connaissais déjà
une bonne sorcière, maintenant j'en
connaîtrai deux.";""
"{Yellow}L'homme de mes rêves{White}
Je vais peut-être rencontrer le
célèbre Laguna, que nous voyons
dans notre sommeil. Oh, ça me
rend nerveuse!!!";""
"{Yellow}Une lueur d'espoir{White}
Laguna a un plan pour mettre fin au
règne d'Ultimecia. C'est un peu trop
compliqué pour que je vous l'explique
par e-mail, mais j'ai confiance en Laguna.
{NewPage}
On va réussir! On n'a pas fait tout ce
chemin pour échouer maintenant, hein?
C'est parti, les kikiiiiiiiiis!!!";""
"Cette page Web est consacrée à Laguna,
l'homme de mes rêves (dans tous les
sens du terme). J'ai réalisé, il y a
peu, que je l'avais vu au cinéma, quand
j'étais petite. Non, pas dans une salle
de cinéma, mais sur l'écran!
{NewPage}
Impossible de me souvenir du nom du film.
Mais c'était plutôt cool (enfin, il était
dans le film 3 minutes au maximum).";""
"Visionner
Laisser tomber";""
"Faites-moi signe si vous trouvez
des numéros de Timber Maniacs.";""
"Les vieux numéros de Timber
Maniacs sont durs à trouver.";""
"Laguna espérait gagner quelques gils
en vendant un article nommé ”L'alcool
source de mort” à Timber Maniacs.
Je ne crois pas que son article ait
suscité l'admiration des lecteurs
ou même du rédacteur en chef...";""
"Pour financer son voyage sans fin,
Laguna a essayé de devenir joueur
professionnel. Ça n'a pas été un
franc succès, apparemment.";""
"Laguna était un vrai voyageur.
Mais - à mon avis - de l'espèce qui
voyagent longtemps parce qu'ils
n'arrivent pas à trouver le chemin
pour rentrer chez eux. 
{NewPage}
Dans cet article, il explique comment
on peut faire pour rejoindre Esthar à
partir de Dollet (en bref, on peut pas!).";""
"C'est quoi ce truc? La légende de la
photo dit ”Le secret d'Esthar”. Bien
que je sache ce que c'est, je me demande
comment un magazine peut se permettre
de publier ce genre de document inutile!";""
"Sur cette vieille photo, on voit l'hôtel
de Timber occupé par des soldats
Galbadiens (ça n'a pas trop changé, hein?
Pourtant, la photo ne date pas d'hier).
{NewPage}
Laguna devait vraiment manquer d'argent
pour vendre des clichés aussi peu
passionnants... Je me demande quel âge
a Laguna maintenant? C'est certainement
un papy très distingué!";""
"Oui! Une photo d'Esthar. Un document
véritablement exceptionnel, non?!
Esthar a l'air vraiment high tech.
Mais il paraît qu'il n'y a rien sur
le continent d'Esthar maintenant.
C'est vrai?";""
"Parfois, on trouve les plus beaux
paysages par hasard. Laguna est tombé
sur celui-ci en se perdant à Esthar.
Quand je serai vieille, je prendrai
ma retraite à Esthar.
{NewPage}
Le high tech me fascine! Mais est-ce
que je comprendrai encore comment ça
marche à 80 ans?";""
"Vous connaissez tous cet endroit.
C'est l'hôtel de Balamb. Il semble
que Laguna ait un faible pour les
palaces, non? Sauf, qu'il n'a jamais
assez d'argent.
{NewPage}
Il voulait rester dans celui-ci, mais
il n'avait plus un sous vaillant. Pas
de fameux Poisson Poivron pour lui.
Quel dommage!";""
"Laguna faisant le beau avec la tribu
des Shumi. Impressionnant, non?
Laguna s'est blessé (comme d'hab) et
les Shumi l'ont récupéré et soigné.
Plutôt sympa, hein?
{NewPage}
A propos, {Squall} m'a dit que le
recteur de la BGU était un Shumi.
Eh oui, Selphie vous en apprend
tous les jours!";""
"Laguna en star de cinoche. Le décor
ressemble à Trabia (c'est pour ça que
je connaissais ce film. J'ai grandi à
Trabia!). Dans l'article, on a
l'impression qu'il mérite un prix
pour sa performance.
{NewPage}
Mais moi, j'ai le sentiment que
comme acteur, on a déjà vu mieux!
Est-ce que vous voyez Ward sur
cette photo?";""
"Un petit cadeau bonus de Selphie T.
Une photo de moi dans les ruines de
Centra. On voit également la statue
d'une sorcière et de son chevalier.
J'aime bien Centra, mais ça pullule
de monstres! Beurk!";""
"Encore un article pas vraiment fascinant
sur un Pub quelque part. Il se trouve
que je sais où c'est. Ça ne rend pas
l'article plus intéressant...
Mais bon, même les génies ont parfois
des baisses de régime, hein?";""
"Laguna à Horizon (enfin!). Le seul pays
qui permet de rejoindre Esthar. A cette
époque, il n'y avait plus de train
reliant les 2 pays. Alors, Laguna a fait
le chemin à pied, en longeant l'ancienne
voie ferrée. Quel courage!";""
"#bgryo2_2";"246"
"";""
"";""
"Selphie
{Squall}, nous sommes prêts!
{NewPage}
On va à {Timber}. On se retrouve
chez le {Blue}Roi des Cartes{White}, d'accord?";""
"{Squall}
Je vais aller dormir.";""
"(On s'ennuie)";""
"(Qu'est-ce qu'ils font?)";""
"PDS
Dans le Menu, sélectionnez 'Sauver'";""
"Reçu : Fanzine des Fanas de Flingues";""
"Vous avez remporté les 4 couleurs.";""
"Vous avez prouvé votre valeur.";""
"Quistis
Eh oui, le chef du groupe CC,
est en fait une... cheftaine!";""
"Quistis
Ah! Le Roi des cartes est une...
Reine qui s'appelle Quistis Trèpe!";""
"Quistis
Félicitations! Je n'arrive
pas à croire à quel point tu
t'es amélioré aux cartes...";""
"Quistis
Je suis impatiente de jouer
contre toi. Allons-y!";""
"Quistis
Incroyable! Tu m'as battue!
{NewPage}
Mais ne sois pas trop sûr de toi.
{NewPage}
Nous allons pouvoir jouer
d'égal à égal dorénavant.";""
"Quistis
Tu es devenu assez bon.
Je m'y attendais...
{NewPage}
On dirait que de nombreuses
parties nous attendent...";""
"Quistis
Il te reste pas mal de chemin
à faire. Je pensais que tu
aurais fait plus de progrès.";""
"Quistis
Seigneur! Quel coup bizarre!";""
"Quistis
Je suis d'accord pour jouer,
mais seulement sur la plate-forme.";""
"Quistis
A plus tard, {Squall}.";""
"Quistis
Tu n'as pas assez de cartes?
Eh bien, dommage pour toi.";""
"Quistis
{Squall}, tu connais les règles de
{Balamb}? Alors jouons en mélangeant
leurs règles et les nôtres.";""
"Quistis
{Squall}, tu connais les règles de
{Galbadia}? Alors jouons en mélangeant
leurs règles et les nôtres.";""
"Quistis
{Squall}, tu connais les règles de
{Trabia}? Alors jouons en mélangeant
leurs règles et les nôtres.";""
"Quistis
{Squall}, tu connais les règles de
{Centra}? Alors jouons en mélangeant
leurs règles et les nôtres.";""
"Quistis
{Squall}, tu connais les règles de
{Dollet}? Alors jouons en mélangeant
leurs règles et les nôtres.";""
"Quistis
{Squall}, tu connais les règles
d'{Horizon}? Alors mélangeons
leurs règles et les nôtres.";""
"Quistis
{Squall}, tu connais les règles
d'Hyper-E? Alors mélangeons
leurs règles et les nôtres.";""
"Quistis
{Squall}, tu connais les règles
d'{Esthar}? Alors mélangeons
leurs règles et les nôtres.";""
"La règle {Blue}'Open'{White}
est valable ici.";""
"La règle {Blue}'Identique'{White}
est acceptée dans cette contrée.";""
"La règle {Blue}'Plus'{White}
est valide sur ce territoire.";""
"La règle {Blue}'Aléatoire'{White}
est jouable ici.";""
"La règle {Blue}'Mort Subite'{White}
est valable dans ce secteur.";""
"La règle {Blue}'Essai'{White}
est autorisée dans le coin.";""
"La règle {Blue}'Même Mur'{White}
existe dans cette contrée.";""
"La règle {Blue}'Elémentaire'{White}
est acceptée ici.";""
"La règle {Blue}'Open'{White}
n'est pas valable sur ce territoire.";""
"La règle {Blue}'Identique'{White}
n'est plus valide ici.";""
"La règle {Blue}'Plus'{White}
n'est pas valable dans cette région.";""
"La règle {Blue}'Aléatoire'{White}
est interdite ici.";""
"La règle {Blue}'Mort Subite'{White}
n'est pas autorisée ici.";""
"La règle {Blue}'Essai'{White}
n'est pas acceptée dans cette contrée.";""
"La règle {Blue}'Même Mur'{White}
n'est pas valable sur ce territoire.";""
"La règle {Blue}'Elémentaire'{White}
n'est pas acceptée.";""
"{Balamb}";""
"{Galbadia}";""
"{Trabia}";""
"{Centra}";""
"{Dollet}";""
"{Horizon}";""
"Hyper-E";""
"{Esthar}";""
"Pas de règle";""
"#bgryo1_8";"244"
"";""
"#bgbook1b";"147"
"Avant un exam, c'est toujours la
guerre pour avoir un bouquin.";""
"Alors je prends de l'avance.";""
"Zell! Attends un peu, Zell!";""
"On fait partie du fan club:
'Zell, le Zébulon nébuleux'.";""
"C'est génial comme nom, hein?";""
"QUOI!?";""
"Membre du fan club
Tu dois répondre à quelques questions.
Mais essaie d'être spontané, hein?";""
"Bon, première question.
Ta couleur préférée?";""
"Zell
Hein?...{Wait048}
Heu...{Wait048} Je sais pas moi...";""
"Le rouge de ma veste!
Le bleu de mon short!
J'ai honte: le rose!";""
"Très bien!
Rouge sang!";""
"Génial! Le bleu,
le bleu de la mer!";""
"Ah bon? Rose?
Si tu le dis...";""
"Membre du fan club
Bon, question suivante.
Quel est ton plat préféré?";""
"Zell
Je suis assez difficile...
La viande!
Le poisson!
Les Bretzels!";""
"Il suffit de te regarder pour voir
que tu es du genre carnivore...";""
"Il paraît que chez toi, à {Balamb},
on pêche de fameux poissons...";""
"Je le savais!";""
"Membre du fan club
Bon, dernière question.
Quel genre de fille te plaît?";""
"Zell
QUOIII???{Wait096}...
Ben... Heu... Je...";""
"Les membres du comité de
lecture sont priées de se
mettre au travail, immédiatement!";""
"Membre Comité Lecture
Oh la la! Juste quand ça
devenait intéressant!";""
"Membre Comité Lecture
Quel dommage...
Mauvais timing!";""
"Merci Zell! On se voit
plus tard, d'accord?";""
"Zell
Heu... Ouais, c'est ça...";""
"Seed prétentieux
Le livre que tu m'as conseillé
était vraiment très intéressant.";""
"Tu en as un autre à me recommander?
Je ne mettrai certainement pas plus
d'un ou 2 jours à le lire, mais...";""
"Fille à la queue de cheval
Je suis heureuse que ce livre
lui ait plu. J'adore chercher
des livres qui plaisent aux gens.";""
"Même si c'est éphémère, ça me rend
heureuse de faire découvrir des textes
dont les lecteurs se souviendront.";""
"Membre Comité Lecture
Bien sûr, mais tu préfères un
certain type de lecteur, non?";""
"Fille à la queue de cheval
Qu'est-ce que tu veux dire?!";""
"Seed prétentieux
Un certain type...
De qui parles-tu?";""
"Ne t'inquiète pas! On est
avec toi, jusqu'au bout!";""
"Fille à la queue de cheval
J'ai un peu peur que... qu'il n'aime
pas le livre que je lui ai choisi...";""
"La biblio, ce n'est pas son style...{Wait048}
Il n'est pas du genre à lire...{Wait048} Enfin
...{Wait016} bon...{Wait016} Ce n'est pas un défaut!";""
"Membre Comité Lecture
On vient de recevoir le dernier
numéro de ton magazine préféré.
Moi aussi, je l'adore...";""
"On va le commander régulièrement,
alors ne te gêne pas pour venir
nous voir de temps en temps!";""
"Seed prétentieux
Oh...{Wait016} Oui...{Wait048} Ce journal...{Wait048}
Tout à fait, oui.";""
"Tous ces allers-retours à la biblio,
et je ne lis même pas de bouquins...";""
"J'espère que personne ne pense que j'ai
une raison particulière de venir ici!";""
"Reçu: Occult Fan I";""
"Je ne joue pas très bien aux cartes...
Tant mieux
Tant pis";""
"Oh, tes règles n'existent pas
dans cette région. Faisons une
partie en mélangeant nos règles
et celles de {Balamb}.";""
"Vos règles n'existent pas
dans nos contrées. Faisons une
partie en mélangeant nos règles
et celles de {Galbadia}.";""
"Tes règles étranges n'ont pas
cours dans cette région. Faisons
une partie en mélangeant tes
règles et les nôtres.";""
"Dis donc, ce règlement
n'existe pas ici. Jouons
en mélangeant tes règles
et les nôtres, d'accord?";""
"Ces règles ne sont pas admises
ici... Mieux vaut mélanger les
règles de {Dollet} et les nôtres.";""
"Ces règles ne sont pas valables
ici. Je te conseille de mélanger
tes règles et les nôtres...";""
"Membre du Seed, tes règles
n'existent pas ici. Faisons une
partie en mélangeant tes règles
et les nôtres, d'accord?";""
"Soldat du Seed, tes règles ne
sont pas valables ici. Jouons
en mélangeant le règlement
d'{Esthar} et le nôtre, OK?";""
"Tu n'as pas assez de cartes.
Il en faut au moins 5.";""
"La règle {Blue}'Open'{White}
est valable ici.";""
"La règle {Blue}'Identique'{White}
est acceptée dans cette contrée.";""
"La règle {Blue}'Plus'{White}
est valide sur ce territoire.";""
"La règle {Blue}'Aléatoire'{White}
est jouable ici.";""
"La règle {Blue}'Mort Subite'{White}
est valable dans ce secteur.";""
"La règle {Blue}'Essai'{White}
est autorisée dans le coin.";""
"La règle {Blue}'Même Mur'{White}
existe dans cette contrée.";""
"La règle {Blue}'Elémentaire'{White}
est acceptée ici.";""
"La règle {Blue}'Open'{White}
n'est pas valable sur ce territoire.";""
"La règle {Blue}'Identique'{White}
n'est plus valide ici.";""
"La règle {Blue}'Plus'{White}
n'est pas valable dans cette région.";""
"La règle {Blue}'Aléatoire'{White}
est interdite ici.";""
"La règle {Blue}'Mort Subite'{White}
n'est pas autorisée ici.";""
"La règle {Blue}'Essai'{White}
n'est pas acceptée dans cette contrée.";""
"La règle {Blue}'Même Mur'{White}
n'est pas valable sur ce territoire.";""
"La règle {Blue}'Elémentaire'{White}
n'est pas acceptée.";""
"{Balamb}";""
"{Galbadia}";""
"{Trabia}";""
"{Centra}";""
"{Dollet}";""
"{Horizon}";""
"Hyper-E";""
"{Esthar}";""
"Pas de règle";""
"Tu n'es pas assez bon pour me battre.
Bien sûr que si, voyons!
C'est exact, je suis nul!";""
"Il te faut au moins
5 cartes pour jouer.";""
"Je connais mal cette règle.
Si on mélangeait celle de
{Balamb} et la mienne?";""
"Je connais mal cette règle.
Si on mélangeait celle de
{Galbadia} et la mienne?";""
"Je connais mal cette règle.
Si on mélangeait celle de
{Trabia} et la mienne?";""
"Je connais mal cette règle.
Si on mélangeait celle de
{Centra} et la mienne?";""
"Je connais mal cette règle.
Si on mélangeait celle de
{Dollet} et la mienne?";""
"Je connais mal cette règle.
Si on mélangeait celle
d'{Horizon} et la mienne?";""
"Je connais mal cette règle.
Si on mélangeait celle
d'Hyper-E et la mienne?";""
"Je connais mal cette règle.
Si on mélangeait celle
d'{Esthar} et la mienne?";""
"#bgsido_9";"259"
"";""
"";""
"";""
"Nida
Regarde";""
"Nida
On fait quoi?";""
"Ils nous ont sûrement vus aussi.
Impossible d'attaquer en premier.";""
"{Squall}
Il va falloir se battre.";""
"Nida
La sorcière est avec eux.
Ça va être l'ultime bataille.";""
"{Squall}
(Oui, mais pour qui?)";""
"(Je dois répartir les tâches,
 donner des ordres à chacun)
{NewPage}
(Il faut faire simple,
 pour éviter la confusion)";""
"(Je dois trouver quelque chose
 d'intelligent à dire, vite!)";""
"Aucun ordre
Mon opinion
Manoeuvrer la BGU
Préparer l'attaque
Préparer la défense
Appeler tout le monde
Parler des Bretzels
Protéger les petits";""
"Nida
Donne-nous des ordres,
quand tu voudras.";""
"{Squall}
Ici {Squall}, la situation est
grave. Alors, écoutez-moi tous.";""
"{Squall}
Nous allons affronter
l'armée Galbadienne.";""
"Je crois que chacun sait ce
qu'il doit faire... Je compte
sur vous pour agir avec dignité.";""
"Un des nôtres, Seifer, se bat dans
le camp ennemi. Je vais m'occuper
de lui personnellement.";""
"Réglez le vaisseau à 50% de sa
vitesse maximum. Nous utiliserons
la puissance maxi en cas de danger.";""
"Les Grenadiers, rejoignez le
parking et attendez l'ennemi.
{NewPage}
Les gradés, rassemblez-vous
au premier étage et armez-vous.";""
"Il faut défendre, en priorité,
l'entrée principale et le campus.
{NewPage}
Les étudiants de première année,
rejoignez vite le campus.
{NewPage}
Les aspirants, allez protéger
l'entrée de la BGU.";""
"Quistis, Zell, Selphie venez vite
sur la plate-forme de contrôle.";""
"L'équipe de cuisine, cachez la
nourriture. L'ennemi ne doit rien
trouver d'utile dans la cafétéria.";""
"Les élèves de seconde année,
occupez-vous des juniors.";""
"(J'ai oublié quelque chose?)";""
"Ici le Dr Kadowaki, je souhaite
donner quelques précisions.";""
"Les 2nde année, pouvez-vous protéger
les plus jeunes étudiants? Merci.";""
"Dr. Kadowaki
Tout est en ordre, {Squall}?";""
"Nida
Je ne sais pas si tu es très utile là.
En cas de panique, les gens veulent
de vrais conseils, pas des banalités.";""
"Nida
Et pour les techniques offensives?";""
"Nida
Et pour les techniques défensives.";""
"Nida
Et en matière d'attaque et de défense?";""
"(Je suis bête ou quoi?)";""
"Irvine
Hé! Et moi? Je ne
suis pas invité?";""
"Irvine
Tu n'as pas oublié quelque chose
d'important? Tes potes, par exemple?";""
"Descendre
Rester";""
"Nida
Regarde!";""
"Nida
Seifer mène les opérations.
Et ils nous foncent dessus!";""
"{Squall}
Vas-y, continue.";""
"{Squall}
Le moment est arrivé.";""
"Zell
Dis donc, ces soldats
ont un matos d'enfer!";""
"{Squall}
Attendez, on arrive!";""
"Nida
On va leur rentrer dedans!";""
"{Squall}
Tourne à droite!";""
"{Squall}
Aidez-nous!";""
"{Squall}
Hé!";""
"{Squall}
Je me charge de l'attaque.
Occupez-vous du reste...";""
"Dr. Kadowaki
Parle à tes camarades, {Squall}.
Encourage-les, comme un chef.";""
"Tu sais, tout le monde t'admire
à la BGU. Tu es un vrai leader.";""
"Comment allez-vous? J'espère que
vous n'avez pas trop souffert.";""
"Dr. Kadowaki
OK, rentrons leur dedans!";""
"Dr. Kadowaki
Nous pouvons attaquer leur vaisseau
maintenant. Allez-y, soldats du Seed!";""
"#bgeat1a";"155"
"Merci pour le
coup de main.";""
"Ne cherche pas le proviseur, il n'est
pas là. Nous sommes rassemblés ici
pour faire croire à sa présence.";""
"S'ils lancent un assaut général,
c'est terminé pour nous, que
nous soyons des Seeds ou pas!";""
"Les autres font la même chose dans
différents secteurs. C'est la tactique
pour tromper l'ennemi. Une diversion.";""
"Brillant n'est-ce pas?
Mais ce n'est pas notre idée.";""
"Quistis
C'est l'idée de qui alors?";""
"{Squall}
Qui a pensé à ça?";""
"C'est Shu.";""
"Elle a pris les choses en main
depuis le début du conflit.";""
"Comme tu peux le voir, le
proviseur n'est pas ici.";""
"{Squall}, on doit tous
se serrer les coudes, hein?";""
"Nous sommes contre
leur politique.";""
"J'espère que mon frère va bien.";""
"Vous voulez peut-être
quelques bretzels?";""
"Zell
OUI!";""
"Eh, donne-leur les
bretzels qui restent.";""
"Oh! Il n'en reste plus.";""
"Vraiment?";""
"C'est dommage...";""
"Tiens, prends ça.";""
"Reçu: Chocolégume";""
"#bg2f_31";"144"
"{Var0}";""
"{Squall}";""
"Galbadien";""
"{x0524}Poing
{x0527}Parer
{x0526}Pied";""
"{x0525}Coup de grâce";""
"{Squall}{Var0}
Galbadien{Var1}";""
"{Squall}
Ça va, petit?";""
"Oui...";""
"{Squall}
Une jeune femme t'attend en bas.
Cours la rejoindre, d'accord?";""
"Que faire?
Fuir
Riposter
Faire autre chose";""
"{Squall}
File, si tu ne veux pas mourir!";""
"Demander de l'aide à la fille
Ouvrir la sortie de secours
Fuir
Menacer l'ennemi";""
"{Squall}
Hé! Toi, en bas!";""
"{Squall}
Viens te battre sans ton
armure, pauvre minable!";""
"#bg2f_21";"140"
"";""
"";""
"";""
"Stagiaire
Permettez-moi de
vous donner ceci.";""
"Vous obtenez du Saindoux";""
"Stagiaire
Je dois distribuer les munitions
aux troupes. Et aussi des potions!";""
"{Squall}
Tu devrais être en cours, non?";""
"Ravitailleur
Oh, je suis en retard!";""
"{Squall}
Retourne à ton poste.";""
"A vos ordres!";""
"Elève
Ah! J'ai mal!";""
"Etudiante
Ça va aller? Mais...
qu'est-ce qui se passe?";""
"Je vous demande de faire le maximum,
pour vous et pour les autres.";""
"#bgsido5a";"255"
"";""
"";""
"";""
"Irvine
Je croyais faire partie de la bande!";""
"{Squall}
Je suis désolé...";""
"Irvine
Pourquoi je suis toujours l'outsider?";""
"Selphie
Extra! BGU contre prêtresse.
Match décisif aujourd'hui!";""
"Quistis
Que doit-on faire?";""
"{Squall}
Vous allez m'aider à diriger
les autres. Lorsque Zell sera
là, on fera deux groupes.";""
"Selphie
Zell? Je crois qu'il fait la sieste.
Il n'a pas dormi depuis des lustres.";""
"Quistis
Quoi? Euh, oui...";""
"{Squall}
Non, mais vous plaisantez?";""
"Quistis
C'est vrai, en fait, c'est un secret.";""
"(Elles ont bu ou quoi?)";""
"{Squall}
Je vais sur le {Blue}campus{White}.
Qui vient avec moi?";""
"{Squall}
Quistis trouve-moi Zell. Vous, menez
les autres à l'entrée de la Fac.";""
"Quistis
D'accord.";""
"{Squall}
Selphie trouve-moi Zell. Vous, menez
les autres à l'entrée principale.";""
"Selphie
Pigé.";""
"{Squall}
Irvine retrouve Zell. Vous, dirigez
les autres à l'entrée de la Fac.";""
"Irvine
OK, chef.";""
